team,season,name,gamesPlayed,points,pointsPercentage,leaguePointsPercentile,goalsFor,goalsAgainst,goalDifferential,xGoalsFor,xGoalsAgainst,xGoalDifferential,corsiPercentage,fenwickPercentage,shotsOnGoalFor,shotsForPerGame,shotsOnGoalAgainst,shotsAgainstPerGame,shotsDifferentialPerGame,finishing,goaltending
WPG,2013,Winnipeg Jets,82,84,0.512,0.3147773279352227,219,231,-12,229.03,234.2,-5.1699999999999875,0.5,0.51,2516.0,30.682926829268293,2473.0,30.158536585365855,0.5243902439024382,0.0870429252782194,0.9065911847957946
ANA,2014,Anaheim Ducks,82,109,0.665,0.8805668016194332,228,221,7,216.74,205.63,11.110000000000014,0.51,0.52,2458.0,29.975609756097562,2367.0,28.865853658536587,1.1097560975609753,0.09275834011391375,0.9066328686100549
ARI,2014,Arizona Coyotes,82,56,0.341,0.020242914979757085,165,267,-102,198.61,251.94,-53.329999999999984,0.48,0.47,2393.0,29.182926829268293,2722.0,33.19512195121951,-4.012195121951219,0.06895110739657334,0.9019103600293902
BOS,2014,Boston Bruins,82,96,0.585,0.5738866396761133,209,201,8,211.89,203.93,7.9599999999999795,0.52,0.51,2546.0,31.048780487804876,2449.0,29.865853658536587,1.1829268292682897,0.08208955223880597,0.9179256839526337
BUF,2014,Buffalo Sabres,82,54,0.329,0.01417004048582996,153,269,-116,172.09,261.35,-89.26000000000002,0.38,0.39,1984.0,24.195121951219512,2921.0,35.6219512195122,-11.426829268292686,0.07711693548387097,0.9079082505991098
CGY,2014,Calgary Flames,82,97,0.591,0.597165991902834,237,213,24,220.07,222.56,-2.490000000000009,0.47,0.48,2252.0,27.463414634146343,2392.0,29.170731707317074,-1.7073170731707314,0.10523978685612789,0.9109531772575251
CAR,2014,Carolina Hurricanes,82,71,0.433,0.10526315789473684,183,219,-36,217.96,207.5,10.460000000000008,0.53,0.52,2524.0,30.78048780487805,2237.0,27.28048780487805,3.5,0.0725039619651347,0.902101028162718
CHI,2014,Chicago Blackhawks,82,102,0.622,0.7408906882591093,220,186,34,240.42,213.87,26.549999999999983,0.54,0.53,2777.0,33.86585365853659,2477.0,30.20731707317073,3.658536585365855,0.07922218221101908,0.9249091643116674
COL,2014,Colorado Avalanche,82,90,0.549,0.42105263157894735,209,223,-14,206.22,254.71,-48.49000000000001,0.44,0.45,2286.0,27.878048780487806,2719.0,33.15853658536585,-5.280487804878046,0.09142607174103237,0.9179845531445384
CBJ,2014,Columbus Blue Jackets,82,89,0.543,0.4018218623481781,227,248,-21,211.35,235.89,-24.539999999999992,0.47,0.47,2366.0,28.853658536585368,2742.0,33.4390243902439,-4.5853658536585336,0.09594251901944209,0.9095550692924872
DAL,2014,Dallas Stars,82,92,0.561,0.4605263157894737,257,257,0,253.94,235.12,18.819999999999993,0.52,0.52,2558.0,31.195121951219512,2454.0,29.926829268292682,1.2682926829268304,0.10046911649726349,0.8952730236348818
DET,2014,Detroit Red Wings,82,100,0.61,0.6912955465587044,231,211,20,225.9,206.08,19.819999999999993,0.53,0.52,2429.0,29.621951219512194,2322.0,28.317073170731707,1.3048780487804876,0.09510086455331412,0.909130060292851
EDM,2014,Edmonton Oilers,82,62,0.378,0.0465587044534413,193,276,-83,207.09,245.87,-38.78,0.49,0.48,2331.0,28.426829268292682,2464.0,30.048780487804876,-1.6219512195121943,0.0827970827970828,0.887987012987013
FLA,2014,Florida Panthers,82,91,0.555,0.4352226720647773,198,213,-15,214.48,207.7,6.780000000000001,0.51,0.5,2517.0,30.695121951219512,2424.0,29.5609756097561,1.1341463414634134,0.07866507747318235,0.9121287128712872
LAK,2014,Los Angeles Kings,82,95,0.579,0.5465587044534413,218,197,21,214.05,202.91,11.140000000000015,0.54,0.54,2536.0,30.926829268292682,2215.0,27.01219512195122,3.914634146341463,0.0859621451104101,0.9110609480812641
MIN,2014,Minnesota Wild,82,100,0.61,0.6912955465587044,227,198,29,231.66,190.42,41.24000000000001,0.51,0.52,2522.0,30.75609756097561,2266.0,27.634146341463413,3.121951219512198,0.09000793021411578,0.912621359223301
MTL,2014,Montréal Canadiens,82,110,0.671,0.9038461538461539,214,184,30,207.07,214.9,-7.8300000000000125,0.48,0.49,2334.0,28.463414634146343,2470.0,30.121951219512194,-1.6585365853658516,0.09168808911739502,0.9255060728744939
NSH,2014,Nashville Predators,82,104,0.634,0.7874493927125507,226,202,24,213.45,193.1,20.349999999999994,0.53,0.53,2614.0,31.878048780487806,2318.0,28.26829268292683,3.6097560975609753,0.0864575363427697,0.9128559102674719
NJD,2014,New Jersey Devils,82,78,0.476,0.19939271255060728,176,209,-33,186.13,220.38,-34.25,0.46,0.45,2009.0,24.5,2518.0,30.70731707317073,-6.2073170731707314,0.08760577401692385,0.9169976171564734
NYI,2014,New York Islanders,82,101,0.616,0.7196356275303644,245,224,21,261.71,211.08,50.62999999999997,0.53,0.54,2771.0,33.792682926829265,2321.0,28.304878048780488,5.487804878048777,0.08841573439191627,0.9034898750538561
NYR,2014,New York Rangers,82,113,0.689,0.9493927125506073,248,187,61,234.51,210.85,23.659999999999997,0.5,0.5,2582.0,31.48780487804878,2418.0,29.48780487804878,2.0,0.09604957397366383,0.9226633581472291
OTT,2014,Ottawa Senators,82,99,0.604,0.6609311740890689,232,208,24,225.45,207.73,17.72,0.51,0.5,2540.0,30.975609756097562,2635.0,32.13414634146341,-1.1585365853658516,0.09133858267716535,0.9210626185958254
PHI,2014,Philadelphia Flyers,82,84,0.512,0.3147773279352227,212,223,-11,224.23,232.73,-8.5,0.5,0.49,2413.0,29.426829268292682,2481.0,30.25609756097561,-0.8292682926829293,0.08785743887277249,0.9101168883514712
PIT,2014,Pittsburgh Penguins,82,98,0.598,0.631578947368421,217,204,13,232.24,217.03,15.210000000000008,0.52,0.52,2594.0,31.634146341463413,2401.0,29.28048780487805,2.353658536585364,0.08365458750963763,0.9150354019158684
SJS,2014,San Jose Sharks,82,89,0.543,0.4018218623481781,224,226,-2,253.73,236.12,17.609999999999985,0.52,0.52,2592.0,31.609756097560975,2436.0,29.70731707317073,1.9024390243902438,0.08641975308641975,0.9072249589490968
STL,2014,St. Louis Blues,82,109,0.665,0.8805668016194332,239,197,42,217.11,192.76,24.350000000000023,0.52,0.53,2536.0,30.926829268292682,2233.0,27.23170731707317,3.6951219512195124,0.09424290220820189,0.9117778772951187
TBL,2014,Tampa Bay Lightning,82,108,0.659,0.8582995951417004,259,206,53,237.47,217.83,19.639999999999986,0.51,0.51,2428.0,29.609756097560975,2287.0,27.890243902439025,1.7195121951219505,0.10667215815485996,0.909925666812418
TOR,2014,Toronto Maple Leafs,82,68,0.415,0.07489878542510121,206,257,-51,215.54,267.81,-52.27000000000001,0.47,0.46,2397.0,29.23170731707317,2748.0,33.51219512195122,-4.280487804878053,0.08594075928243639,0.9064774381368268
